Identifier,Grade,Centering,Surface,Corners,Edges
3724605007,9.0,9.5,8.5,9.0,9.0
3724605008,8.5,9.5,8.0,8.5,9.0
3724605009,9.0,9.5,9.0,8.5,9.5
3724605010,9.0,9.5,9.0,9.5,9.0
3724605011,9.0,9.0,9.0,9.5,10.0
3724605012,9.5,9.5,9.0,9.5,9.5
3724605013,9.5,9.0,9.5,9.5,9.5
3724605014,8.5,9.5,8.0,8.5,9.0
3724605015,8.0,8.0,8.0,8.5,9.0
3724605016,8.5,8.5,8.0,9.5,9.5
3724605017,8.0,8.5,7.5,8.0,9.0
3724605018,8.0,9.0,8.5,7.5,8.5
3724605019,8.5,8.5,8.0,9.0,9.0
3724605020,8.5,9.5,8.0,8.5,8.5
3724605021,7.0,8.0,6.0,8.5,8.5
3724605022,8.0,9.0,7.0,9.5,9.0
3724605023,9.0,9.5,8.5,9.5,9.5
3724605024,8.5,9.0,9.5,9.0,8.0
3724605025,8.5,8.5,8.0,8.5,9.0
3724605026,7.5,9.0,6.5,9.0,8.5
3724605027,8.0,9.0,8.0,8.5,8.0
3724605028,8.5,8.0,8.5,9.0,8.5
3724605029,8.0,8.5,7.5,9.0,8.5
3724605030,7.5,8.0,7.5,7.5,7.5
3724605031,8.5,9.5,8.0,9.5,9.0
3724605032,8.5,9.5,8.0,9.0,9.0
3724605033,7.5,9.0,6.5,8.5,8.5
3724605034,8.0,9.5,7.5,8.0,8.5
3724605035,8.0,9.0,9.0,8.0,8.0
3724605036,7.5,9.0,8.0,7.0,7.5
3724605038,8.5,9.0,8.0,9.0,9.0
3724605039,8.5,9.0,8.0,8.5,9.0
3724605040,8.0,8.0,7.5,8.5,9.0
3724605041,8.5,9.0,8.5,8.5,9.0
3724605042,8.0,8.0,7.5,8.5,8.5
3724605043,8.0,8.5,7.5,8.5,8.5
3724605044,7.0,9.0,6.5,7.5,7.5
3724605045,8.5,10.0,8.0,9.0,9.0
3724605046,7.5,9.0,7.5,8.5,7.0
3724605047,7.0,9.0,6.0,9.0,8.0
3724605048,6.5,8.0,6.5,6.0,6.5
3724605049,9.0,9.0,8.5,9.0,9.0
3727258001,9.5,9.5,9.5,9.0,9.5
3727258002,9.0,9.0,8.5,9.0,9.0
3727258003,10.0,10.0,10.0,10.0,9.5
3727258004,9.0,9.5,9.5,8.5,9.0
3727258005,9.0,9.5,9.0,8.5,9.0
3727258006,10.0,10.0,10.0,10.0,10.0
3727258007,10.0,9.5,10.0,10.0,10.0
3727258008,9.5,9.5,10.0,9.5,9.5
3727258009,9.5,10.0,9.5,9.5,9.5
3727258010,9.5,10.0,10.0,9.5,9.5
3727258011,9.0,9.0,9.0,9.5,9.5
3727258012,9.5,9.5,9.5,9.5,9.5
3727258014,9.5,9.0,9.5,10.0,9.5
3727258015,7.0,9.5,7.5,7.0,6.5
3727258016,7.0,9.5,7.0,7.0,7.5
3727258017,6.0,9.0,5.0,6.5,6.5
3727258018,6.5,8.0,6.0,6.5,7.5
3727258019,8.5,8.5,8.5,8.0,8.5
3727258020,7.5,9.0,7.5,7.0,7.5
3727258021,9.0,8.5,10.0,9.5,10.0
3727258022,9.5,9.5,9.5,10.0,10.0
3727258023,9.5,9.5,9.5,9.5,10.0
3727258024,9.5,9.5,10.0,10.0,9.5
3727258025,9.5,9.5,9.5,10.0,9.5
3727258026,10.0,10.0,9.5,10.0,10.0
3727258027,9.0,8.5,9.0,9.5,9.5
3727258028,9.5,9.5,9.5,10.0,10.0
3727258029,10.0,10.0,10.0,10.0,9.5
3727258030,9.5,9.5,9.5,10.0,9.5
3727258031,9.5,9.0,10.0,10.0,10.0
3727258032,9.5,10.0,9.0,10.0,9.5
3727258033,9.5,9.5,9.0,10.0,9.5
3727258034,10.0,10.0,10.0,10.0,10.0
3727258035,9.5,9.5,9.0,10.0,9.5
3727258036,9.5,9.0,9.5,9.5,9.5
3727258037,9.5,9.0,9.5,10.0,9.5
3727258038,9.5,9.5,9.0,9.5,9.5
3727258039,9.5,9.5,10.0,9.5,10.0
3727258040,9.5,9.5,9.5,10.0,10.0
3727258041,9.5,10.0,9.5,10.0,9.5
3727258042,10.0,10.0,9.5,10.0,10.0
3727258043,9.5,9.5,9.5,9.5,10.0
3727258044,9.5,9.0,9.5,9.5,9.5
3727258045,9.5,9.5,9.5,9.5,9.5
3727258046,9.5,10.0,9.5,10.0,9.5
3727258047,9.5,10.0,9.5,10.0,9.5
3727258048,9.5,10.0,9.5,9.5,9.5
3727258049,10.0,10.0,10.0,10.0,9.5
3727258050,9.5,9.0,10.0,9.5,9.5
3727258051,10.0,9.5,10.0,10.0,10.0
3727258052,9.5,9.5,9.5,9.5,10.0
3727258053,9.0,8.5,9.5,9.5,9.5
3727258054,9.5,10.0,9.5,9.5,10.0
3727258055,10.0,9.5,10.0,10.0,10.0
3727258056,9.5,9.5,9.0,10.0,10.0
3727258057,10.0,10.0,10.0,10.0,10.0
3727258058,9.5,9.5,10.0,10.0,9.5
3727258059,9.0,9.0,9.0,10.0,9.5
3727258060,9.0,10.0,9.0,9.0,8.5
3727258061,9.5,9.5,9.0,9.5,9.5
3727258062,9.0,9.0,9.0,9.5,9.5
3727258063,9.0,9.5,9.0,9.0,9.0
3727258064,9.5,10.0,9.0,9.5,9.5
3727258065,8.5,9.5,8.0,9.0,9.0
3727258066,9.0,10.0,8.5,9.0,9.0
3727258067,9.5,10.0,9.5,9.0,9.5
3727258068,6.0,9.5,7.5,6.0,6.0
3727258069,9.5,9.5,9.0,10.0,9.5
3727258070,9.0,9.0,9.5,9.5,8.5
3727258071,9.0,9.0,9.0,9.5,9.5
3727258072,9.0,9.0,9.0,9.0,9.0
3727258073,8.5,9.0,8.0,9.0,9.0
3727258074,8.5,10.0,8.0,9.5,9.0
3727258075,4.0,9.0,3.0,6.5,6.0
3727258076,7.5,9.5,8.0,6.5,8.0
3727258077,9.0,9.0,8.5,9.0,9.0
3727258078,8.5,9.0,8.5,8.5,8.5
3727258079,8.5,9.5,9.0,9.0,8.0
3727258080,8.5,9.5,8.5,8.5,9.0
3727258081,5.5,9.5,4.5,9.0,8.5
3727258082,8.0,9.5,8.0,7.5,8.5
3727258083,8.0,9.5,8.5,7.5,8.0
3727258084,7.5,9.5,8.0,7.5,7.5
3727258085,8.0,9.5,8.0,8.0,8.5
3727258086,8.5,9.0,8.0,8.5,8.5
3727258087,8.0,8.5,8.0,7.5,8.0
3727258088,8.5,9.0,8.0,8.5,8.5
3727258089,8.0,9.5,8.0,8.5,8.0
3727258090,7.0,9.0,6.0,8.0,8.5
3727258091,8.0,10.0,7.5,8.5,8.0
3727258092,8.0,9.0,8.0,8.5,8.0
3727258093,9.0,9.0,8.5,9.5,9.0
3727258094,6.5,9.0,7.5,6.5,6.5
3727258095,6.5,9.0,6.5,7.5,6.5
3727258096,9.0,9.0,8.5,9.5,9.0
3727258097,8.0,9.0,7.5,8.5,8.5
3727258098,9.0,9.0,9.0,9.0,9.0
3727258099,7.0,8.5,6.0,9.0,7.0
3727258100,8.5,9.5,8.5,8.0,8.5
3727258101,8.0,10.0,8.5,8.0,8.0
3727258102,8.0,10.0,8.0,8.0,8.0
3727258103,8.0,9.5,8.0,8.5,8.0
3727258104,8.0,10.0,8.0,8.5,8.0
3727258105,8.0,9.5,8.5,8.0,8.0
3727258106,8.0,10.0,8.5,8.0,8.0
3727258107,7.5,9.5,7.5,8.0,7.5
3727258108,8.0,9.5,7.0,8.0,8.5
3727258109,6.5,9.5,6.0,6.5,6.5
3727258110,8.5,8.5,9.0,9.0,8.5
3727258111,8.0,9.5,7.5,8.5,8.5
3727258112,9.0,9.0,9.0,8.5,9.0
3727258113,7.0,9.0,7.5,6.5,7.5
3727258114,8.0,9.5,8.0,8.0,8.0
3727258115,8.5,8.5,8.0,8.5,9.0
3727258116,8.0,9.5,7.0,9.5,9.0
3727258117,9.0,9.0,9.0,9.0,9.0
3727258118,8.0,9.5,7.5,8.5,8.5
3727258119,9.0,9.5,9.0,8.5,9.0
3727258120,6.5,9.5,6.5,7.0,6.5
3727258121,9.0,8.5,9.0,9.0,9.0
3727258122,8.5,8.5,8.0,9.0,9.5
3727258123,9.0,8.5,9.0,9.5,9.5
3727258124,9.0,8.5,9.5,9.5,9.5
3727258125,8.5,9.0,8.5,8.5,9.0
3727258126,9.0,10.0,9.5,9.0,9.0
3727258127,9.0,9.5,9.0,9.5,9.0
3727258128,8.5,9.0,8.0,9.0,9.0
3727258129,7.5,9.0,6.5,9.0,8.5
3727258130,10.0,9.5,10.0,10.0,10.0
3727258131,8.0,8.0,7.5,8.0,8.0
3727258132,9.0,9.5,8.5,9.5,9.0
3727258133,9.0,9.0,9.5,9.0,9.5
3727258134,9.5,9.0,9.5,9.5,9.5
3727258135,9.0,9.0,9.5,9.5,9.0
3727258136,9.0,9.0,9.5,9.0,9.5
3727258138,9.5,9.5,10.0,10.0,9.5
3727258139,9.0,9.0,10.0,10.0,9.0
3727258140,9.0,8.5,10.0,9.5,9.5
3727258141,9.0,8.5,10.0,9.5,9.5
3727258142,9.0,9.0,8.5,9.0,9.0
3727258143,9.0,9.5,8.5,9.0,9.0
3727258144,9.0,9.0,9.0,9.5,9.5
3727258145,9.0,9.0,9.0,9.0,9.0
3727258146,9.0,8.5,9.0,9.0,9.0
3727258147,9.0,9.0,8.5,9.0,9.0
3727258148,8.5,8.5,8.5,9.0,9.0
3727258149,8.5,9.0,9.0,8.5,8.5
3727258150,8.5,9.5,8.0,9.0,8.5
3727258151,8.0,8.5,7.5,8.5,8.5
3727258152,8.5,9.5,8.0,9.0,9.0
3727258153,8.5,9.0,8.5,8.5,9.0
3727258154,8.5,9.5,8.5,8.0,8.5
3727258155,9.0,8.5,9.0,9.5,9.5
3727258156,9.0,9.0,8.5,9.5,9.0
3727258157,9.5,9.5,9.5,9.5,9.5
3727258158,9.5,9.0,9.5,10.0,10.0
3727258159,9.5,9.0,10.0,10.0,9.5
3727258160,10.0,10.0,9.5,10.0,10.0
3727258161,9.5,9.0,9.5,9.5,10.0
3727258162,9.5,9.5,9.5,9.5,10.0
3727258163,9.0,9.0,10.0,10.0,9.0
3727258164,8.5,9.5,8.0,10.0,9.5
3727258165,10.0,10.0,9.5,10.0,10.0
3727258166,9.5,9.5,9.5,10.0,9.5
3727258167,9.5,10.0,9.5,10.0,9.5
3727258168,9.5,9.5,9.5,9.0,9.5
3727258169,9.5,9.0,10.0,9.5,9.5
3727258170,8.5,9.0,8.0,8.5,9.0
3727258171,9.5,9.5,9.5,9.5,9.0
3727258172,9.5,9.5,10.0,9.5,9.5
3727258173,9.5,10.0,9.0,10.0,9.5
3727258175,9.5,9.0,10.0,9.5,10.0
3727258176,9.5,9.5,10.0,9.5,9.5
3727258177,9.0,8.5,9.0,10.0,10.0
3727258178,9.5,9.5,9.5,10.0,9.5
3727258179,10.0,9.5,10.0,10.0,10.0
3727258180,8.5,10.0,8.0,8.5,8.5
3727258181,9.5,10.0,9.5,9.5,9.5
3727258182,9.5,9.5,10.0,9.5,9.5
3727258183,9.5,9.5,10.0,9.5,10.0
3727258184,10.0,10.0,10.0,10.0,10.0
3727258185,9.5,9.5,10.0,9.5,9.5
3727258186,9.5,9.5,10.0,9.5,9.0
3727258187,10.0,9.5,10.0,10.0,10.0
3727258188,9.0,9.0,9.0,10.0,10.0
3727258189,9.0,8.5,10.0,10.0,10.0
3727258190,9.0,8.5,9.5,9.5,9.5
3727258191,9.5,10.0,9.0,10.0,10.0
3727258192,9.5,10.0,9.5,9.5,9.5
3727258193,9.0,9.5,9.5,9.5,8.5
3727258194,10.0,10.0,10.0,10.0,10.0
3727258195,9.5,10.0,9.0,9.5,10.0
3727258196,9.5,9.0,9.5,10.0,10.0
3727258197,9.5,10.0,9.5,10.0,9.5
3727258198,9.5,10.0,9.0,10.0,9.5
3727258199,10.0,10.0,9.5,10.0,10.0
3727258200,9.5,9.5,9.5,9.5,10.0
3727258201,10.0,9.5,10.0,10.0,10.0
3727258202,9.5,9.0,9.5,10.0,10.0
3727258203,9.5,10.0,9.0,9.5,9.5
3727258204,9.5,10.0,9.0,10.0,10.0
3727258205,9.5,9.5,10.0,9.5,9.5
3727258206,9.5,9.0,10.0,10.0,9.5
3727258207,9.5,10.0,9.0,10.0,10.0
3727258208,9.5,9.5,10.0,9.0,9.5
3727258209,9.5,10.0,10.0,9.5,9.5
3727258210,10.0,10.0,10.0,10.0,9.5
3727258211,10.0,10.0,9.5,10.0,10.0
3727258212,10.0,10.0,10.0,9.5,10.0
3727258213,10.0,10.0,9.5,10.0,10.0
3727258214,9.5,9.5,10.0,10.0,9.5
3727258215,10.0,10.0,10.0,10.0,10.0
3727258216,10.0,10.0,10.0,9.5,10.0
3727258217,9.5,9.5,10.0,9.5,10.0
3727258218,10.0,10.0,10.0,10.0,9.5
3727258219,9.5,9.5,9.5,9.5,9.5
3727258220,9.5,9.0,10.0,9.5,9.5
3730009001,7.5,9.5,8.0,6.5,8.0
3730009002,8.5,9.0,8.5,8.5,9.5
3730009003,9.0,9.5,9.5,8.5,9.0
3730009004,8.5,9.0,8.5,9.0,8.5
3730009005,9.0,9.5,9.0,9.0,9.0
3730009006,8.0,8.5,7.5,8.5,8.5
3730009007,8.0,9.5,7.0,8.5,8.5
3730009008,9.0,9.0,8.5,9.0,9.5
3730009009,7.5,9.5,6.5,8.5,9.0
3730009010,7.5,10.0,7.5,7.5,7.5
3730009011,9.0,9.5,9.5,9.0,9.0
3730009012,8.5,9.5,8.0,9.0,9.5
3730009013,8.5,9.5,8.5,8.5,9.5
3730009014,9.0,10.0,9.0,9.0,9.0
3730009016,8.5,9.5,8.5,8.5,9.0
3730009017,9.0,9.5,9.0,9.0,9.5
3730009018,7.5,9.5,8.0,8.0,7.0
3730009019,8.5,9.0,8.5,8.5,8.0
3730009020,8.5,8.5,8.0,9.0,9.5
3730009021,8.5,9.5,8.0,8.5,8.5
3730009022,9.5,9.5,9.5,10.0,10.0
3730009024,5.0,10.0,7.0,5.5,4.0
3730009025,6.5,9.5,6.5,6.5,6.0
3730009026,8.0,9.5,7.5,9.0,9.0
3730009027,7.5,9.0,7.0,8.5,7.5
3730009028,8.5,9.0,9.5,8.5,8.5
3730009029,9.5,9.5,9.0,9.5,9.5
3730009030,7.0,8.5,6.5,7.0,7.0
3730009031,8.5,9.5,8.5,8.5,9.5
3730009032,8.5,9.0,8.0,9.0,9.5
3730009033,8.5,8.5,8.5,8.0,9.0
3730009034,8.5,9.5,8.5,8.0,8.5
3730009035,9.0,9.0,9.0,9.0,9.5
3730009036,9.0,8.5,9.0,9.0,9.5
3730009037,8.0,9.5,8.0,7.5,8.5
3730009038,9.0,8.5,9.5,9.0,9.0
3730009039,9.0,9.0,10.0,9.5,9.0
3730009040,9.5,10.0,9.5,9.5,9.0
3730009041,9.0,9.0,9.0,9.0,9.5
3730009042,9.0,9.5,10.0,9.0,9.0
3730009043,9.5,9.5,9.5,9.0,9.5
3730009044,9.5,9.5,9.5,9.0,9.5
3730009045,9.0,9.5,9.0,9.0,9.5
3730009046,9.0,9.5,8.5,9.5,9.5
3730009047,9.5,9.5,10.0,9.5,9.5
3730009048,9.0,9.0,9.5,9.0,9.5
3730009049,9.0,8.5,9.0,9.0,9.0
3730009050,8.5,9.5,8.5,8.0,8.5
3730009051,9.0,9.5,9.0,9.0,9.0
3730009052,8.5,9.0,8.5,8.5,9.0
3730009053,9.0,9.5,9.0,9.0,9.5
3730009054,9.0,9.5,9.5,9.0,8.5
3730009055,9.0,9.5,9.5,9.0,9.0
3730009056,8.5,9.5,8.5,8.5,9.0
3730009057,8.5,9.5,8.5,8.5,9.0
3730009058,8.5,8.5,8.5,9.5,9.5
3730009059,8.5,9.5,8.0,8.5,8.5
3730009060,9.5,9.5,9.5,9.0,9.5
3730009061,9.5,9.5,10.0,9.0,9.5
3730009062,9.5,9.5,9.0,9.5,9.5
3730009063,9.5,9.5,9.0,9.5,9.5
3730009064,9.0,9.0,9.5,8.5,9.5
3730009065,9.0,9.0,9.5,8.5,9.5
3730009066,9.0,8.5,10.0,9.0,9.5
3730009067,9.0,8.5,9.5,9.0,9.5
3730009068,9.0,9.0,9.5,9.0,9.5
3730009069,9.0,9.5,9.0,9.0,9.5
3730009070,9.0,9.0,9.5,9.0,9.5
3730009071,9.0,9.0,9.5,9.0,9.5
3730009072,9.0,9.0,9.0,9.0,9.5
3730009073,9.0,9.0,9.5,9.0,9.5
3730009075,9.5,10.0,9.5,9.0,9.5
3730009076,9.5,10.0,9.5,9.0,9.5
3730009078,9.5,10.0,9.5,9.0,9.5
3730009079,9.5,9.5,9.5,9.0,9.5
3730009080,9.0,9.0,9.0,9.0,9.5
3730009081,9.0,9.0,9.0,9.0,9.5
3730009082,9.0,9.0,9.0,9.0,9.5
3730009083,9.5,9.5,10.0,9.0,9.5
3730009084,9.5,9.5,10.0,9.0,9.5
3730009085,9.5,9.5,9.0,9.5,9.5
3730009086,9.5,9.5,10.0,9.0,9.5
3730009087,9.5,10.0,10.0,9.0,9.5
3730009088,7.5,9.5,7.5,7.5,8.0
3730009089,7.5,8.5,7.0,8.0,8.0
3730009090,7.5,9.0,7.5,8.5,7.0
3730009091,6.5,8.5,7.0,7.0,6.0
3730009092,8.0,8.5,8.0,8.0,7.5
3730009094,8.5,9.0,9.0,8.5,8.5
3730009095,8.0,8.5,7.0,9.0,8.5
3730009096,6.5,9.0,8.0,6.5,6.5
3730009097,7.5,10.0,7.0,8.0,8.0
3730009098,8.0,9.0,8.0,8.0,8.5
3730009099,8.5,8.5,8.5,8.5,9.0
3730009100,9.0,9.5,9.5,8.5,9.0
3730009101,8.0,9.5,8.0,7.5,8.0
3730009102,8.0,9.5,9.0,8.0,8.0
3730009103,8.5,9.5,8.5,8.5,9.0
3730009104,9.0,10.0,9.5,9.0,9.0
3730009105,9.0,9.5,9.0,8.5,9.0
3730009106,8.5,9.0,9.0,8.0,8.5
3730009107,9.0,9.5,9.5,8.5,9.0
3730009108,8.0,9.5,7.0,8.0,8.5
3730009109,9.0,10.0,9.0,9.0,9.0
3730009110,8.5,9.0,8.5,9.0,8.5
3730009111,9.5,10.0,9.5,9.0,10.0
3730009112,9.5,10.0,10.0,9.0,9.5
3730009113,9.5,10.0,10.0,9.0,9.5
3730009114,9.5,10.0,10.0,9.0,9.5
3730009115,9.5,10.0,9.5,9.0,9.5
3730009116,9.0,10.0,9.5,8.5,9.5
3730009117,9.0,9.5,9.5,9.0,9.0
3730009118,9.0,9.0,10.0,9.0,9.5
3730009119,9.5,10.0,9.5,9.0,9.5
3730009120,9.5,9.5,9.5,9.0,9.5
3730009121,9.0,10.0,10.0,8.5,9.5
3730009122,9.0,9.0,9.5,9.0,9.0
3730009123,9.0,9.0,9.0,9.0,9.0
3730009124,9.0,9.5,8.5,9.0,9.0
3730009125,8.5,9.5,8.5,8.5,8.5
3730009126,8.0,8.5,7.5,9.0,8.0
3730009127,9.0,9.5,8.5,9.0,9.0
3730009128,8.5,10.0,8.0,9.0,8.5
3730009129,7.0,9.5,7.0,6.5,7.0
3730009130,9.0,9.0,9.0,9.0,8.5
3730009131,9.0,10.0,9.0,9.0,9.5
3730009132,8.5,8.5,9.0,8.5,9.0
3730009133,9.0,10.0,9.0,9.5,9.0
3730009134,9.0,9.5,9.0,9.0,9.5
3730009135,8.5,9.0,8.5,8.5,9.5
3730009136,9.0,9.5,8.5,10.0,9.0
3730009137,9.0,9.5,9.0,9.0,9.5
3730009138,8.0,9.5,8.0,8.5,8.0
3730009139,9.0,9.5,9.0,9.5,9.0
3730009140,8.0,9.5,7.0,9.0,9.0
3733760001,9.0,8.5,9.5,9.5,9.5
3733760002,9.5,9.5,9.5,10.0,9.5
3733760003,9.0,9.5,8.5,9.5,9.5
3733760004,9.5,9.0,9.5,10.0,10.0
3733760005,8.5,9.5,8.5,8.5,8.5
3733760006,10.0,10.0,9.5,10.0,10.0
3733760007,9.0,8.5,9.0,9.0,9.0
3733760008,9.0,9.0,9.5,9.0,9.5
3733760009,9.0,9.5,8.5,9.0,9.0
3733760010,9.0,9.0,9.0,9.0,9.5
3733760011,9.0,8.5,9.0,9.5,9.5
3733760012,8.5,8.0,10.0,10.0,8.5
3733760013,9.0,8.5,9.0,9.5,9.5
3733760014,9.5,9.5,10.0,9.0,9.5
3733760015,5.0,8.5,4.5,6.5,5.0
3733760016,9.0,8.0,9.0,9.5,9.5
3733760017,8.5,8.0,8.5,9.0,9.5
3733760018,8.5,8.5,8.5,9.5,9.5
3733760019,8.5,8.5,8.0,8.5,9.0
3733760020,6.5,8.5,6.5,6.0,6.5
3733760021,7.0,9.5,7.0,7.0,7.0
3733760022,9.0,8.5,9.5,10.0,10.0
3733760023,7.0,9.5,8.0,7.0,6.5
3733760024,8.0,8.0,7.5,8.0,8.5
3733760025,8.0,8.5,8.0,8.0,8.0
3733760026,9.0,9.0,9.5,9.0,8.5
3733760027,8.0,9.5,8.0,9.0,8.0
3733760028,9.5,9.5,10.0,9.5,9.5
3733760029,9.0,9.0,9.0,9.0,9.5
3733760030,8.0,8.0,8.0,10.0,9.5
3733760032,9.0,8.5,9.0,9.5,9.0
3733760033,9.5,9.0,9.5,9.5,9.5
3733760034,9.0,8.5,9.5,9.5,9.0
3733760035,9.0,9.5,8.5,10.0,9.5
3733760036,9.5,10.0,9.0,10.0,10.0
3733760037,9.0,8.5,9.0,10.0,10.0
3733760038,9.5,9.5,9.5,10.0,10.0
3733760039,9.0,9.5,8.5,10.0,9.5
3733760040,9.5,9.0,10.0,9.5,9.5
3733760041,8.5,8.0,8.5,10.0,10.0
3733760042,9.0,8.5,9.5,10.0,10.0
3733760043,9.0,8.5,9.0,10.0,9.5
3733760044,9.0,8.5,9.5,9.5,9.5
3733760045,9.0,9.0,9.0,10.0,9.5
3733760046,9.0,8.0,9.0,10.0,9.5
3733760047,9.0,9.0,9.0,9.5,9.5
3733760048,9.0,10.0,9.5,8.5,10.0
3733760049,9.5,10.0,9.0,9.5,9.5
3733760050,9.0,9.0,9.0,9.0,9.0
3733760051,8.0,9.0,9.5,8.0,7.5
3733760052,9.0,9.5,9.0,9.0,9.5
3733760053,9.5,9.5,9.5,10.0,9.5
3733760054,9.5,9.5,9.5,10.0,9.5
3733760055,9.0,8.5,9.5,10.0,9.5
3733760056,9.0,8.5,10.0,10.0,9.5
3733760057,9.0,8.5,10.0,10.0,9.5
3733760058,9.0,8.5,9.5,10.0,10.0
3733760059,9.0,8.5,9.0,10.0,9.5
3733760060,9.5,9.5,9.5,10.0,9.5
3733760061,9.0,8.5,9.5,10.0,9.5
3733760062,7.5,9.0,9.5,6.5,8.5
3733760063,7.0,9.0,9.0,6.0,8.0
3733760064,8.5,9.0,9.0,8.0,8.5
3733760065,7.5,10.0,6.5,8.5,8.5
3733760066,6.0,8.5,6.0,5.0,7.0
3733760067,8.0,9.5,7.0,8.5,8.5
3733760068,8.5,9.0,9.0,8.5,8.5
3733760069,9.0,10.0,9.0,9.0,8.5
3733760070,8.0,9.5,8.0,8.0,8.5
3733760071,8.0,9.0,9.0,7.0,8.5
3733760072,8.5,8.5,9.0,8.0,8.5
3733760073,9.0,8.5,9.5,10.0,9.5
3733760074,9.0,9.5,8.5,10.0,9.5
3733760075,9.0,8.5,9.5,10.0,10.0
3733760076,9.0,8.0,9.5,9.5,10.0
3733760077,9.0,8.5,9.0,10.0,9.5
3733760078,9.0,9.0,9.0,9.0,9.5
3733760079,9.5,10.0,9.5,10.0,9.5
3733760080,9.0,8.5,9.0,10.0,10.0
3733760081,9.5,9.0,9.5,9.5,9.5
3733760082,9.0,9.5,9.0,9.0,8.5
3733760083,9.0,9.0,9.0,10.0,9.5
3733760084,9.0,9.0,9.0,10.0,9.5
3733760085,9.5,9.5,9.0,9.5,9.5
3733760086,8.5,8.5,8.0,10.0,9.5
3733760087,9.0,9.0,9.0,9.0,9.0
3733760088,7.0,9.5,6.0,8.5,9.0
3733760089,8.0,9.5,7.5,10.0,9.5
3733760090,9.0,9.0,9.0,10.0,9.5
3733760091,9.0,8.5,9.5,10.0,10.0
3733760092,9.5,9.0,9.5,10.0,9.5
3733760093,9.0,8.5,10.0,10.0,10.0
3733760094,9.0,9.0,9.0,9.5,9.5
3733760095,9.5,9.0,10.0,10.0,10.0
3733760096,10.0,10.0,9.5,10.0,10.0
3733760097,9.0,9.5,8.5,9.5,9.5
3733760098,9.5,9.0,9.5,9.5,10.0
3733760099,9.5,10.0,9.5,9.0,10.0
3733760100,8.5,8.5,8.5,8.5,8.0
3733760101,9.0,8.5,9.5,9.0,9.5
3734194001,9.0,9.0,9.0,9.0,9.5
3734194002,9.0,9.0,9.0,8.5,9.0
3734194004,9.0,9.0,9.5,8.5,9.0
3734194005,9.0,9.0,9.0,8.5,9.0
3734194007,9.0,9.0,10.0,8.5,9.0
3734194008,9.0,9.0,9.0,8.5,9.0
3734194009,9.0,9.0,9.5,8.5,9.0
3734194010,9.0,9.0,9.5,8.5,9.0
3734194011,9.0,9.0,9.0,9.0,9.0
3734194012,8.5,9.0,8.5,8.5,9.0
3734194013,9.0,9.0,9.0,8.5,9.0
3734194014,9.0,9.0,9.5,9.0,9.0
3734194015,8.5,9.0,9.0,8.5,8.5
3734194016,8.5,8.5,9.0,9.0,8.5
3734194017,8.5,8.5,8.5,8.5,9.0
3734194018,8.5,8.5,9.0,8.0,8.5
3734194020,8.5,8.5,9.0,9.0,8.5
3734194021,8.5,8.5,9.0,8.0,8.5
3734194022,8.5,8.5,9.0,8.5,9.0
3734194023,8.5,8.5,9.0,8.5,9.0
3734194024,8.0,8.5,9.0,7.5,8.5
3734194025,8.0,8.5,9.0,7.5,9.0
3734194026,8.0,8.5,9.0,7.0,8.0
3734194027,9.5,9.5,10.0,9.5,9.5
3734194028,9.0,9.0,10.0,9.0,9.5
3734194029,9.5,9.5,9.5,9.5,10.0
3734194030,9.5,9.5,10.0,9.5,9.5
3734194031,9.5,9.0,9.5,9.5,9.5
3734194032,9.0,9.5,9.5,9.0,9.0
3734194033,9.0,8.5,10.0,9.0,10.0
3734194034,9.0,8.5,9.5,9.5,9.5
3734194035,9.0,8.5,9.5,9.5,10.0
3734194036,9.0,8.5,9.5,9.5,9.0
3734194037,8.5,8.5,9.5,8.0,8.5
3734194039,10.0,10.0,10.0,9.5,10.0
3734194040,10.0,10.0,10.0,10.0,9.5
3734194041,9.5,10.0,9.0,9.5,9.5
3734194042,9.5,9.5,10.0,9.5,10.0
3734194043,10.0,10.0,10.0,9.5,10.0
3734194044,9.5,9.5,10.0,10.0,9.5
3734194045,9.5,9.5,9.5,9.5,10.0
3734194046,9.5,9.5,9.0,9.5,9.5
3734194047,9.0,9.5,9.5,9.0,9.0
3734194048,9.5,9.5,9.5,9.5,10.0
3734194049,9.5,9.5,9.5,9.5,10.0
3734194050,9.5,9.5,9.5,9.5,10.0
3734194051,9.0,8.5,9.5,9.5,9.5
3734194052,9.0,8.5,9.0,8.0,9.5
3734194053,9.0,8.5,10.0,9.5,10.0
3734194054,8.5,8.5,8.0,9.5,9.5
3734194055,9.5,9.5,9.5,9.5,10.0
3734194057,9.5,9.0,9.5,9.5,10.0
3734194058,9.5,9.5,9.5,9.5,9.5
3734194059,9.0,9.5,8.5,10.0,10.0
3734194060,9.0,9.0,9.0,9.5,9.5
3734194061,9.0,9.0,9.0,9.5,9.5
3734194062,9.5,10.0,10.0,9.5,9.5
3734194063,9.5,10.0,10.0,9.5,9.5
3734194064,9.5,9.0,10.0,9.5,9.5
3734194065,9.5,9.0,10.0,9.5,10.0
3734194066,9.5,8.5,10.0,9.5,10.0
3734194067,9.5,9.0,9.5,9.5,10.0
3734194068,8.5,9.5,8.5,9.5,8.5
3734194069,9.5,9.5,9.0,9.5,10.0
3734194070,9.5,9.5,9.5,9.0,9.5
